build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","8192","0","16384","2026-09-24T20:46:24Z","11626726244","20072206","704.584596","1.216384"
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:47:22Z","3926650962","33979185","32.598974","0.282094"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","8192","0","16384","2026-09-24T20:47:32Z","11626579965","1331285","704.592415","0.080678"
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:48:30Z","3673629275","39078592","34.844899","0.370666"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","8192","0","16384","2026-09-24T20:48:39Z","11675142210","10892868","701.661994","0.654648"
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:49:37Z","4044912810","11402744","31.644813","0.089208"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","8192","0","16384","2026-09-24T20:49:48Z","11661339553","5074464","702.492260","0.305691"
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-48l-12qsa.gguf","qwen4exp A3B (guessed) all F32","5790394880","8815223680","2048","1024","8","0x0","0","50","f16","f16","99","0","tensor","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:50:46Z","3747805527","17196074","34.153679","0.156707"
