build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:01Z","560569230","5847038","228.355821","2.372250"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:06Z","539347887","4719371","237.335709","2.070147"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:12Z","561834232","5687360","227.840708","2.297121"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:18Z","538019859","4970322","237.922919","2.189677"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:23Z","560476424","6102419","228.395101","2.475229"
build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,lazy_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"c4085c8f8","11157","AMD Ryzen 7 5700X 8-Core Processor","AMD Radeon RX 9070","ROCm","models/q4exp-4l.gguf","qwen4exp ?B (guessed) all F32","12757151360","19733269920","2048","512","8","0x0","0","50","f16","f16","99","0","none","0","0","1","auto","0.00","none","auto","on-direct","0","0","0","0","0","0","128","16384","2026-09-24T20:42:29Z","539727077","4925523","237.170017","2.156228"
